gene_id,type,c1,c2,start,end
Gm29640,Normal,1,1,61980930,61981207
Gm38075,Normal,1,1,61805221,61806140
Pard3bos1,Normal,1,1,61767415,61851540
Gm6225,Normal,18,18,3336680,3366863
Gm29084,Normal,1,1,62534491,62535942
Gm38351,Normal,1,1,62247153,62249670
Gm38278,Normal,1,1,61702527,61703891
Gm29641,Normal,1,1,62095081,62095339
Pard3bos2,Normal,1,1,62131195,62136109
Gm38012,Normal,1,1,61677249,61680277
Crem,Normal,18,18,3266048,3337748
Shcbp1,Normal,8,8,4735976,4779567
Pard3b,Normal,1,1,61638824,62642284
Vmn2r-ps118,Normal,17,17,18989621,18990935
Gm20765,Normal,10,10,104185533,104188000
Vmn2r98,Normal,17,17,19053460,19082411
Gm47272,Normal,18,18,80822247,80838491
Ttc9,Normal,12,12,81631249,81667557
Sqle,Normal,15,15,59315077,59331192
4930589P08Rik,Normal,4,4,151376470,151379582
Gm9796,Normal,11,11,95696894,95699143
Vamp3,Normal,4,4,151047300,151057963
Map3k9,Normal,12,12,81721010,81781175
Gm32585,Normal,5,5,125238314,125272815
Ndufaf1,Normal,2,2,119655446,119662827
Sgip1,Normal,4,4,102741297,102973628
Gm15915,Normal,10,10,93674218,93683322
Tnfrsf9,Normal,4,4,150914562,150946102
Gngt2,Normal,11,11,95837216,95845734
Gm15963,Normal,10,10,93726726,93728207
Fndc5,Normal,4,4,129136999,129144593
Olfr71,Normal,4,4,43704562,43710255
Ntn4,Normal,10,10,93640681,93747207
Ighv5-5,Normal,12,12,113612989,113613442
Gm6334,Normal,8,8,4778042,4778269
Gm2564,Normal,4,4,42629897,42631507
Gm11358,Normal,13,13,27331428,27334404
Irf2bp1,Normal,7,7,19004044,19006777
Hrct1,Normal,4,4,43727188,43728639
Dnaaf1,Normal,8,8,119575235,119598454
Etaa1,Normal,11,11,17938756,17953875
1700021P04Rik,Normal,19,19,24064793,24066452
Gm28706,Normal,1,1,125444567,125447398
Gm38811,Normal,6,6,51694309,51711081
Rnf223,Normal,4,4,156130513,156133420
D030045P18Rik,Normal,10,10,45807562,45852283
Abhd17c,Normal,7,7,84109356,84151893
Prkar2b,Normal,12,12,31958476,32061296
Gm49654,Normal,12,12,81717830,81720052
Gpx4-ps2,Normal,10,10,45875291,45876086
Fyb2,Normal,4,4,104913456,105016863
Ugcg,Normal,4,4,59189257,59222833
Atp5j2,Normal,5,5,145183698,145192062
Nphs1os,Normal,7,7,30462164,30465591
Gm14623,Xtype,-1,X,55862223,55876613
Gm8580,Normal,10,10,93665383,93665846
Gm14624,Xtype,-1,X,55904723,55912887
1700125G22Rik,Normal,3,3,27154026,27157019
Gm20482,Normal,7,7,8855847,8862851
Gm11757,Normal,4,4,73887066,73891112
BX001028.1,Xtype,-1,X,55955419,55959872
Gm28066,Normal,1,1,80949426,80949897
Gm14638,Xtype,-1,X,56129658,56134920
AA387200,Normal,2,2,152074855,152076808
4933415J04Rik,Normal,5,5,112640335,112641635
Gm42864,Normal,5,5,112649367,112652112
Gm42865,Normal,5,5,112675375,112680587
Dennd5a,Normal,7,7,109893780,109960470
I830077J02Rik,Normal,3,3,105924358,105932664
Gm26708,Normal,7,7,84152140,84195115
Gm10578,Normal,7,7,137234683,137242609
Gm3527,Normal,5,5,18350348,18350807
Gnai1,Normal,5,5,18265135,18360355
Pard3bos3,Normal,1,1,62456725,62499261
Gm48895,Normal,12,12,24760225,24760618
Drosha,Normal,15,15,12824815,12935291
Gm48896,Normal,12,12,24762341,24764936
Taf1c,Normal,8,8,119597871,119605222
Gm37205,Normal,1,1,61654423,61657158
Ebf3,Normal,7,7,137193673,137314445
Gm37418,Normal,12,12,113724761,113725196
Foxa3,Normal,7,7,19013284,19023538
Ythdf2,Normal,4,4,132184912,132212303
Gm13871,Normal,4,4,73901907,73905953
Rimklb,Normal,6,6,122447296,122498761
Olfr1370,Normal,13,13,21069334,21074947
Gm12763,Normal,7,7,33653440,33659268
Gm9318,Normal,12,12,24776246,24776683
Etaa1os,Normal,11,11,17953970,17959578
Dok1,Normal,6,6,83030934,83033471
Olfr1369-ps1,Normal,13,13,21111483,21119095
Gm20794,Ytype,-1,Y,60457472,60481481
Gm28690,Ytype,-1,Y,60558018,60560378
Ccl27b,Normal,4,4,42655251,42655998
Olfr263,Normal,13,13,21129639,21136296
Gm11773,Normal,11,11,120831029,120834244
Gm12721,Normal,4,4,104969862,104970129
Gm28689,Ytype,-1,Y,60585092,60585619
Ccdc57,Normal,11,11,120826529,120932872
Vmn2r-ps43,Normal,7,7,8872179,8885651
Gm28687,Ytype,-1,Y,60622325,60625558
Gm29848,Normal,6,6,67022177,67022471
Olfr1368,Normal,13,13,21141882,21145867
Gm8291,Normal,8,8,35052123,35053383
Gm34419,Normal,8,8,35094545,35105029
Gm43815,Normal,5,5,72554240,72555229
Vmn2r46,Normal,7,7,9747811,9770571
Rpl31-ps23,Normal,8,8,35132995,35133532
Nfxl1,Normal,5,5,72513301,72559684
Vmn2r40,Normal,7,7,8906772,8931435
Rassf7,Normal,7,7,141215860,141218658
Gm11756,Normal,4,4,73916728,73920760
Olfr1177-ps,Normal,2,2,88342132,88346492
Gm18192,Normal,7,7,9788326,9792902
Gm21530,Ytype,-1,Y,62980472,62981165
Gm47806,Normal,13,13,21177187,21187556
Nt5m,Normal,11,11,59839447,59880968
Gm21617,Ytype,-1,Y,63055181,63055871
Trim27,Normal,13,13,21179445,21194724
Gm28589,Ytype,-1,Y,63084819,63085433
Gm20987,Ytype,-1,Y,60647205,60647732
Gm35430,Normal,10,10,46228639,46325294
Bpifc,Normal,10,10,85959340,86011895
Gm45530,Normal,7,7,8943730,8943954
Gm31752,Normal,5,5,18481705,18490194
Catsper1,Normal,19,19,5335741,5344280
Gm28130,Ytype,-1,Y,29558660,29561895
Fbxo27,Normal,7,7,28692849,28699338
Abi3,Normal,11,11,95830074,95842476
Vmn1r-ps128,Normal,13,13,23124596,23126240
Gm21918,Ytype,-1,Y,60682607,60683302
Ighv5-9-1,Normal,12,12,113736111,113736630
Gm44960,Normal,8,8,4812530,4812670
Gm48897,Normal,12,12,24779173,24779467
Gm8430,Normal,6,6,122456904,122457374
Gm454,Normal,5,5,138202134,138207310
Xbp1,Normal,11,11,5520659,5525893
Vmn1r218,Normal,13,13,23133155,23146112
Gm38203,Normal,12,12,113745520,113745889
Cyp4f40,Normal,17,17,32658900,32676914
Gm44826,Normal,7,7,84208183,84210514
Gm50007,Normal,17,17,26251350,26251445
Gm44827,Normal,7,7,84226829,84232919
Gm43645,Normal,5,5,138207508,138207972
Ighv5-12-4,Normal,12,12,113762249,113762708
E230016M11Rik,Normal,6,6,67036599,67080654
Krcc1,Normal,6,6,71271677,71285319
Zfp90,Normal,8,8,106415327,106426598
Gm9457,Normal,8,8,4812817,4813434
Rps15a-ps4,Normal,4,4,132219988,132220489
Gm44961,Normal,8,8,4821035,4821230
Gm38205,Normal,12,12,113767840,113768220
Pcmt1,Normal,10,10,7629373,7681136
Adad2,Normal,8,8,119612747,119616924
Serp1,Normal,3,3,58519817,58525892
Gadd45a,Normal,6,6,67035096,67037457
Mboat2,Normal,12,12,24830879,24964397
Vmn2r47,Normal,7,7,9816782,9841325
3830403N18Rik,Xtype,-1,X,56136572,56153498
Adamts3,Normal,5,5,89677087,89883334
Esr2,Normal,12,12,76120419,76177259
Rps13-ps4,Normal,8,8,119602170,119602625
Gm45658,Normal,8,8,43804844,43805423
Eif2a,Normal,3,3,58525821,58557501
Cd209c,Normal,8,8,3940222,3954746
Gm45659,Normal,8,8,43908656,43914604
Slc41a1,Normal,1,1,131827493,131848865
Gm29420,Ytype,-1,Y,63121523,63122216
Diras2,Normal,13,13,52504380,52531279
Gpkow,Xtype,-1,X,7697131,7710262
Olfr1178,Normal,2,2,88387062,88400799
Gm29421,Ytype,-1,Y,63164534,63167772
Gm36638,Normal,13,13,101752806,101753205
Gm45351,Normal,7,7,9868880,9876966
Ighv2-9-1,Normal,12,12,113769850,113770302
Gm45626,Normal,8,8,35150086,35150446
Pik3r1,Normal,13,13,101680563,101768217
Gm45625,Normal,8,8,35179103,35183886
Golt1b,Normal,6,6,142387221,142403858
Zfp61,Normal,7,7,24291039,24301232
Gm19855,Normal,8,8,44048121,44048369
Gm37972,Normal,8,8,44227718,44228545
Gm12225,Normal,11,11,54404140,54404437
Alg8,Normal,7,7,97371606,97392185
Gm9908,Normal,8,8,44934712,44935159
Gm12226,Normal,11,11,54401092,54401967
Cst6,Normal,19,19,5344705,5349574
Aldh9a1,Normal,1,1,167349991,167368532
Meikin,Normal,11,11,54370652,54426790
Mok,Normal,12,12,110807798,110840939
Atox1,Normal,11,11,55446641,55461239
2900005J15Rik,Normal,5,5,25100983,25110109
Cops3,Normal,11,11,59817795,59839838
Gm21627,Ytype,-1,Y,63228427,63254644
Ndufa11b,Normal,16,16,22053510,22053933
Olfr1179,Normal,2,2,88401859,88406453
Gm29422,Ytype,-1,Y,63316283,63316976
AC122861.1,Normal,19,19,5359587,5360520
Zfp652os,Normal,11,11,95700106,95712754
Gm28808,Ytype,-1,Y,63353282,63353594
Trpc6,Normal,9,9,8544142,8680741
Vmn2r-ps51,Normal,7,7,9886278,9899743
Nyap2,Normal,1,1,81076950,81341764
Olfr1180,Normal,2,2,88410649,88419151
Gm21634,Ytype,-1,Y,63500905,63501598
Gm28446,Ytype,-1,Y,63642375,63643068
Zfp652,Normal,11,11,95712673,95835115
Vmn2r-ps52,Normal,7,7,9918252,9918863
Gm19994,Normal,10,10,46670144,46670729
Gm47562,Normal,10,10,46856353,46856502
Gm45403,Normal,7,7,9918868,9919143
Gm35552,Normal,10,10,47016652,47102832
Gm29061,Ytype,-1,Y,63684343,63687582
Gm47568,Normal,10,10,47024247,47037346
Gm8663,Normal,19,19,37388407,37389352
Gm3442,Normal,10,10,47080534,47081243
Exosc8,Normal,3,3,54728678,54735393
Gm46649,Normal,19,19,37413442,37413847
Gm19137,Normal,10,10,47304704,47310575
Sgk1,Normal,10,10,21882184,21999903
Kif11,Normal,19,19,37376403,37421859
Gm9068,Normal,10,10,47325218,47325672
Gm47571,Normal,10,10,47640123,47640534
Gm47331,Normal,10,10,47941841,47945427
4930579O11Rik,Normal,8,8,81665876,81667118
Gm29060,Ytype,-1,Y,63680536,63691008
Gm12596,Normal,4,4,59260051,59263269
Gm34474,Normal,8,8,35218638,35222071
Gm47332,Normal,10,10,47973431,47973696
Vmn2r48,Normal,7,7,9927624,9953585
Fbxo7,Normal,10,10,86021972,86051873
Pacs1,Normal,19,19,5133158,5273119
Gm47353,Normal,10,10,48411355,48411667
Plec,Normal,15,15,76170974,76232574
Gm43578,Normal,6,6,38365232,38365902
2310002L09Rik,Normal,4,4,73939371,73950846
Gm47354,Normal,10,10,48534981,48536356
Gm37361,Normal,3,3,93100466,93100597
Spaar,Normal,4,4,43730034,43759462
Gm3571,Normal,10,10,93778660,93779719
Usp44,Normal,10,10,93831555,93858088
Rex1bd,Normal,8,8,70504292,70506752
H2-Ob,Normal,17,17,34238903,34254414
Snrnp70,Normal,7,7,45376453,45395742
Skap2,Normal,6,6,51857422,52012549
Gm3702,Normal,7,7,9965888,9966233
Rpl30-ps1,Normal,6,6,38376807,38377154
Gm32014,Normal,9,9,8644073,8740988
Gm34533,Normal,8,8,35222958,35226103
Olfr269-ps1,Normal,4,4,43767476,43767777
Gm34597,Normal,8,8,35233303,35245479
Banf1,Normal,19,19,5364638,5367168
Olfr159,Normal,4,4,43770050,43771009
Gm45469,Normal,8,8,35367750,35376392
Fgfr1op,Normal,17,17,8165501,8196804
Ppp1r3b,Normal,8,8,35375739,35388139
Olfr29-ps1,Normal,4,4,43781366,43782328
Gm12492,Normal,4,4,43798896,43800255
Gm12569,Normal,11,11,51220473,51235053
Polr2k-ps,Normal,11,11,95761491,95761665
Phospho1,Normal,11,11,95824499,95832140
Prl8a2,Normal,13,13,27345673,27354216
F2rl2,Normal,13,13,95696853,95702739
Gm2805,Normal,16,16,90089983,90090496
Scrt2,Normal,2,2,152081529,152095802
Tiam1,Normal,16,16,89787111,90143769
Dmrt3,Normal,19,19,25610301,25623921
Ninj1,Normal,13,13,49187485,49196244
Gm12235,Normal,11,11,55463840,55464009
Gm38345,Normal,19,19,37432909,37434656
Gm4340,Normal,10,10,104194042,104196522
Wdr34,Normal,2,2,30031546,30048881
Gm32880,Normal,13,13,95736583,95753638
Iqgap2,Normal,13,13,95627174,95892483
Ubash3b,Normal,9,9,41011098,41161697
Fam227b,Normal,2,2,125983483,126152004
Eif1ad,Normal,19,19,5366741,5371526
Vmn2r127,Normal,17,17,19141468,19176756
BC049762,Normal,11,11,51253651,51263046
Elk3,Normal,10,10,93247414,93311135
Gm7862,Normal,12,12,76152336,76152627
Camta1,Normal,4,4,150917322,151861876
Clk4,Normal,11,11,51261730,51281766
6720482G16Rik,Normal,3,3,58526930,58528121
Olfr156,Normal,4,4,43820132,43823895
Cd180,Normal,13,13,102693558,102739629
Vmn2r49,Normal,7,7,9976245,9992257
A230060F14Rik,Normal,10,10,86020441,86022329
Gm12238,Normal,11,11,55482706,55482829
G3bp1,Normal,11,11,55469685,55504838
Gm50013,Normal,17,17,26267395,26274744
Exosc2,Normal,2,2,31670715,31681349
Luc7l,Normal,17,17,26252896,26285504
Gm20885,Ytype,-1,Y,63747931,63772555
Taf6l,Normal,19,19,8774487,8786417
2900060N12Rik,Normal,12,12,24796664,24831202
Gm29062,Ytype,-1,Y,63833904,63834597
Cdk17,Normal,10,10,93160875,93267071
Gm29057,Ytype,-1,Y,63870836,63871150
Rpl21-ps14,Normal,8,8,4861169,4861651
Gab2,Normal,7,7,97081586,97308946
Gm12017,Normal,11,11,17973788,17974790
Gm16062,Normal,11,11,59810080,59818491
Gm5739,Normal,8,8,5079294,5080996
Gm47989,Normal,12,12,66942411,66942521
Gm18940,Normal,12,12,66845590,66846460
Gm12018,Normal,11,11,18095986,18103384
Gm46432,Normal,13,13,84281179,84281816
Gm47988,Normal,12,12,66501762,66502546
Slc25a25,Normal,2,2,32414487,32451445
Crnn,Normal,3,3,93144787,93149819
Rpl23a-ps12,Normal,7,7,33697270,33697737
Tctex1d1,Normal,4,4,102978606,103005594
Tmem161b,Normal,13,13,84222296,84296141
Mdga2,Normal,12,12,66466060,67222549
Gm37160,Normal,2,2,13238939,13240627
Vmn1r219,Normal,13,13,23159312,23168154
Gm38156,Normal,2,2,13116176,13118435
Gm6211,Normal,13,13,103159795,103164069
Fgf7,Normal,2,2,126034658,126091185
Rsu1,Normal,2,2,13076821,13271415
1700099I09Rik,Normal,13,13,102760255,102761896
Gm6344,Normal,13,13,55085777,55086259
Gm12019,Normal,11,11,18206413,18206944
Gm48939,Normal,14,14,46804135,46806151
Uimc1,Normal,13,13,55027880,55100300
Tmem235,Normal,11,11,117860752,117865543
Gm37501,Normal,3,3,93152178,93152868
Nup43,Normal,10,10,7667503,7678881
Slc10a2,Normal,8,8,5083219,5105351
Mast4,Normal,13,13,102732486,103334497
Btbd35f21,Xtype,-1,X,32726109,32728051
Sytl5,Xtype,-1,X,9885622,9994543
Gm32256,Normal,19,19,16715799,16716261
Gm47355,Normal,10,10,48566168,48569999
Btbd35f30,Xtype,-1,X,32894581,32896488
Gm47356,Normal,10,10,48678011,48681857
Gm47364,Normal,10,10,48682690,48682973
Gm47377,Normal,10,10,48692852,48694412
Gm21789,Xtype,-1,X,32942595,32942927
H2-Q3,Normal,17,17,35358989,35359972
Gm48746,Normal,13,13,35905457,35921389
Rpp40,Normal,13,13,35893472,35906359
Fbxo17,Normal,7,7,28716804,28738144
Cops2,Normal,2,2,125830304,125859139
Tha1,Normal,11,11,117867952,117873481
BB031773,Normal,4,4,103004106,103011965
Gm12020,Normal,11,11,18325630,18327671
Gm21955,Normal,4,4,42714926,42719893
Gm10037,Normal,13,13,67831106,67844035
Gm37869,Normal,11,11,18436242,18436836
Gm12709,Normal,4,4,102967266,102989755
Olfr1306,Normal,2,2,111911264,111916271
Vmn1r220,Normal,13,13,23178514,23187975
Hhex,Normal,19,19,37434810,37440731
Gm50189,Normal,19,19,5258750,5258962
Gm17889,Normal,5,5,18814204,18814801
Gm13928,Normal,2,2,111926259,111927990
Gm43032,Normal,5,5,19198483,19201605
Vmn2r-ps42,Normal,7,7,8953109,8969976
4921504A21Rik,Normal,5,5,19202368,19226555
Slc25a32,Normal,15,15,39091231,39112716
Rnf6,Normal,5,5,146209192,146221555
Gm12022,Normal,11,11,18467479,18493255
Gm5605,Normal,8,8,5117361,5118665
Gm32102,Normal,5,5,19203672,19203912
Gm11725,Normal,11,11,117871250,117887416
Gm12527,Normal,4,4,59368303,59368866
BC048507,Normal,13,13,67863326,67863925
Susd1,Normal,4,4,59314683,59438633
1700040F15Rik,Ytype,-1,Y,61102247,61134259
Kdm5b,Normal,1,1,134560171,134635285
Btbd35f5,Xtype,-1,X,32973938,32975845
Gm7969,Normal,13,13,67949751,67954507
Tmem161a,Normal,8,8,70172356,70183681
Gm48419,Normal,13,13,67965483,67970239
Gm13220,Normal,2,2,9575836,9576343
Spin2-ps6,Xtype,-1,X,33234626,33235443
Fam205a1,Normal,4,4,42848071,42853888
Gm12395,Normal,4,4,42736593,42738094
Edem1,Normal,6,6,108828641,108859356
Gm11955,Normal,11,11,4107755,4108224
Sec14l2,Normal,11,11,4097039,4123415
H2-Q4,Normal,17,17,35379617,35385290
Cd8b1,Normal,6,6,71322788,71337494
Actn2,Normal,13,13,12269426,12340760
Ighv5-6,Normal,12,12,113625506,113625956
Gm9517,Normal,12,12,113629994,113630867
Lrrc61,Normal,6,6,48554796,48570722
Abl1,Normal,2,2,31688376,31804227
Gm37210,Normal,1,1,81520338,81522341
Gm38324,Normal,3,3,22285081,22297830
Gm6885,Normal,9,9,41164374,41164745
Pak2,Normal,16,16,32016290,32079342
Gm48611,Normal,9,9,41109527,41112081
Gm47987,Normal,12,12,67120126,67122920
Gm35657,Normal,9,9,41159424,41188862
Gm19001,Normal,12,12,66482506,66484156
Gm14639,Xtype,-1,X,56155528,56156393
Srxn1,Normal,2,2,152105516,152111376
Gm11131,Normal,17,17,35377021,35380292
Gm37780,Normal,2,2,13161751,13163623
Gm2518,Normal,19,19,8776266,8776560
Gm15275,Xtype,-1,X,33282100,33282446
Gm29625,Ytype,-1,Y,63901888,63905126
Gm15274,Xtype,-1,X,33283741,33284031
Gm47379,Normal,10,10,48810278,48810481
Nckap1,Normal,2,2,80500512,80581380
Atad1,Normal,19,19,32671638,32739786
Gm3473,Normal,10,10,48852431,48853526
Gm19252,Normal,6,6,14081331,14081635
Gm47378,Normal,10,10,48868578,48870245
Gm49223,Normal,13,13,84274844,84280817
Olfr157,Normal,4,4,43830542,43840201
Gm47380,Normal,10,10,48910116,48910533
Btbd35f12,Xtype,-1,X,33313379,33315286
Gm28131,Ytype,-1,Y,29587678,29590910
Rarres2,Normal,6,6,48569696,48572789
Gm11726,Normal,11,11,117921905,117922328
Slc6a7,Normal,18,18,60995380,61014222
Gm9499,Normal,1,1,97001820,97002783
Zfp94,Normal,7,7,24301704,24316666
Gm2182,Xtype,-1,X,33352274,33352936
Serpinf2,Normal,11,11,75431732,75439591
Gm28901,Normal,1,1,97024516,97025565
Gm13218,Normal,2,2,9591219,9597843
Gm2854,Xtype,-1,X,33399358,33400123
Gm6430,Normal,1,1,97024681,97025928
Olfr1307,Normal,2,2,111930116,111949440
Gm8820,Normal,6,6,14389481,14390051
Gm37866,Normal,2,2,9630646,9631341
Gm44446,Normal,6,6,14570771,14571025
Sv2a,Normal,3,3,96181151,96195521
Gm14627,Xtype,-1,X,56190932,56191498
Gm773,Xtype,-1,X,56189827,56212881
Olfr1308,Normal,2,2,111959285,111964944
Gm29201,Normal,18,18,12365799,12366229
Gm48574,Normal,13,13,8884914,8885823
Lama3,Normal,18,18,12333819,12583013
Idi1,Normal,13,13,8885501,8892451
1700122C19Rik,Normal,19,19,37465253,37471834
Ash2l,Normal,8,8,25815996,25847694
Gm44110,Normal,6,6,71338886,71339535
Gm12394,Normal,4,4,42781928,42856771
Olfr1309,Normal,2,2,111979857,111990281
Gm44111,Normal,6,6,71349331,71349729
Gm44175,Normal,6,6,71354351,71360829
4930578G10Rik,Normal,4,4,42735545,42846248
Gm44174,Normal,6,6,71353035,71373284
Tfrc,Normal,16,16,32608920,32632794
Gm44693,Normal,8,8,5436984,5440990
Vmn1r-ps131,Normal,13,13,23198348,23198597
Gm12021,Normal,11,11,18508037,18509940
Slco6c1,Normal,1,1,97059038,97128301
Gm12024,Normal,11,11,18577227,18578479
Vmn1r-ps132,Normal,13,13,23201161,23202052
Gm50469,Normal,13,13,95707494,95725547
Gm12023,Normal,11,11,18595248,18710222
Gm48745,Normal,13,13,95685145,95686809
6030452D12Rik,Normal,8,8,106500505,106509656
Gm6426,Normal,8,8,5527689,5528542
Gm11266,Normal,4,4,82508016,82547292
Mgst3,Normal,1,1,167371966,167393841
Gm6198,Normal,1,1,81554157,81557483
Rpl18a-ps1,Normal,12,12,55395707,55396229
Flg2,Normal,3,3,93197278,93221391
Psma6,Normal,12,12,55384222,55418454
Gm37636,Normal,3,3,22348862,22349612
Gm11269,Normal,4,4,82692805,82693711
Vmn1r221,Normal,13,13,23214127,23222913
Gm11267,Normal,4,4,82585048,82587319
Gm5530,Normal,1,1,81741985,81742969
Gm21979,Xtype,-1,X,33426304,33426594
Gm21990,Xtype,-1,X,33427894,33428276
Spin3-ps,Normal,3,3,22525238,22526007
Vmn1r-ps133,Normal,13,13,23228423,23228752
5430427M07Rik,Normal,12,12,91045848,91079907
Gm2892,Xtype,-1,X,33476982,33477692
Gm11268,Normal,4,4,82642400,82642666
Gm49717,Normal,17,17,6790793,6791495
Vmn1r222,Normal,13,13,23230836,23235947
Uts2,Normal,4,4,150997097,151001810
Gm7516,Normal,1,1,81797241,81797946
Gm47742,Normal,12,12,91159861,91160273
Nfib,Normal,4,4,82290173,82705750
Cnn1,Normal,9,9,22099216,22109630
Myo18b,Normal,5,5,112688876,112896362
Gm18968,Normal,12,12,91142787,91143648
4933426B08Rik,Normal,17,17,6808509,6818529
Cep128,Normal,12,12,90998492,91384409
Gm37889,Normal,3,3,22812207,22812457
Tnn,Normal,1,1,160085029,160153580
Gm28401,Normal,11,11,18752558,18756757
Scgb2b24,Normal,7,7,33737190,33739312
Olfr155,Normal,4,4,43851565,43857595
Per3,Normal,4,4,151003652,151044665
Gm33111,Normal,12,12,32073286,32080850
Tcf15,Normal,2,2,152143561,152149097
Gpi-ps,Normal,8,8,5639580,5641011
Vmn1r223,Normal,13,13,23247134,23253906
5430401H09Rik,Normal,12,12,32096613,32123702
Abcc3,Normal,11,11,94343295,94392997
Gm44513,Normal,7,7,24318381,24318819
Gm15465,Normal,7,7,24320005,24322784
AC159140.1,Normal,7,7,24326767,24327793
1600025M17Rik,Xtype,-1,X,56317608,56320664
Tescl,Normal,7,7,24333082,24333936
Arhgap19,Normal,19,19,41766588,41802047
Rbm33,Normal,5,5,28317121,28419239
Ppp1r3a,Normal,6,6,14713977,14755274
Gm50131,Normal,19,19,8790085,8790464
Rps15a-ps7,Normal,2,2,152185291,152185682
2810030D12Rik,Normal,8,8,13200720,13207714
AC154013.1,Normal,6,6,48564365,48566137
Gm11957,Normal,11,11,4129372,4130150
Ttc26,Normal,6,6,38381469,38427647
6430710M23Rik,Normal,8,8,25744390,25745580
Gm17484,Normal,8,8,25754480,25769704
Mindy3,Normal,2,2,12347263,12419470
Gm33819,Normal,3,3,15153065,15171442
Wdr77,Normal,3,3,105959369,105970037
Nrcam,Normal,12,12,44328885,44601964
Gm9733,Normal,3,3,15296551,15332302
Ddhd2,Normal,8,8,25725346,25754596
Ncoa1,Normal,12,12,4247362,4477182
Gm43282,Normal,5,5,66969429,66971585
Gm16510,Normal,2,2,70618628,70618876
Gm6517,Normal,5,5,66890366,66890876
Gm16580,Normal,17,17,26269337,26270384
Gm42713,Normal,5,5,67038432,67039376
Scpep1os,Normal,11,11,88905928,88936061
Fbxl19,Normal,7,7,127744543,127769483
Scpep1,Normal,11,11,88924020,88955465
Zfp715,Normal,7,7,43296197,43313294
Nxpe5,Normal,5,5,138225898,138253363
Nceh1,Normal,3,3,27182965,27284608
1700095B10Rik,Normal,5,5,112793292,112801701
Il23a,Normal,10,10,128296139,128298752
Gm18432,Normal,3,3,93234920,93236467
Gm5754,Xtype,-1,X,10011788,10012679
Mrps25,Normal,6,6,92169525,92184033
Snrpb,Normal,2,2,130171414,130179403
Gm12273,Normal,11,11,61950915,61952736
9930014A18Rik,Normal,15,15,60822271,60831793
Tlk1,Normal,2,2,70712407,70825728
Ctif,Normal,18,18,75431224,75697554
Gm44249,Normal,6,6,92144489,92146293
Nr2c2,Normal,6,6,92091390,92174294
2310011J03Rik,Normal,10,10,80318254,80320537
Cavin1,Normal,11,11,100956733,100970887
Gm13427,Normal,2,2,31676364,31688469
Lratd2,Normal,15,15,60818994,60853778
Gm37191,Normal,3,3,27278060,27278447
AL929275.1,Normal,2,2,31689118,31689216
B230322F03Rik,Normal,7,7,35555367,35556935
Gm37372,Normal,1,1,106072584,106075894
Nudt19,Normal,7,7,35547185,35556304
Gm26509,Normal,1,1,106090068,106091015
Gm20753,Normal,1,1,106152625,106171524
Sirpb1a,Normal,3,3,15371653,15426520
Apc2,Normal,10,10,80295977,80318263
Ccdc82,Normal,9,9,13246955,13292520
Atp13a2,Normal,4,4,140986873,141007330
Gm13090,Normal,4,4,151089570,151091449
Gm16563,Normal,6,6,38396267,38396689
Gm2223,Xtype,-1,X,33505661,33507010
Gm10532,Normal,18,18,75514645,75522806
Xpot,Normal,10,10,121587380,121626332
Naif1,Normal,2,2,32450457,32456953
Gm45278,Normal,7,7,137198488,137201722
Prl2b1,Normal,13,13,27383339,27390846
Gm38261,Normal,3,3,49603561,49603876
Socs3,Normal,11,11,117966079,117970047
Gm38088,Normal,3,3,49604227,49604467
Gm44539,Normal,7,7,43344550,43344787
Gm2328,Normal,3,3,49632435,49632969
Dok3,Normal,13,13,55523231,55529296
Gm29741,Normal,3,3,49643707,49644127
Pdcd10,Normal,3,3,75516490,75556856
Sfxn5,Normal,6,6,85213049,85333422
Gm2231,Xtype,-1,X,33531428,33532039
Prkaa2,Normal,4,4,105029874,105109890
Btbd35f15,Xtype,-1,X,33575398,33577314
Gm15273,Xtype,-1,X,33580207,33581074
Gm15281,Xtype,-1,X,33625925,33626275
Gm15279,Xtype,-1,X,33627564,33627851
Gm7023,Xtype,-1,X,33653403,33654270
Btbd35f13,Xtype,-1,X,33657172,33658872
Asphd1,Normal,7,7,126945567,126949582
Ovgp1,Normal,3,3,105973711,105987423
Tex21,Normal,12,12,76198686,76246746
H2-Q5,Normal,17,17,35394126,35397800
8430419K02Rik,Normal,11,11,18845851,18874309
Arl6ip4,Normal,5,5,124116089,124118196
Tsen54,Normal,11,11,115814724,115823094
Gm29629,Normal,1,1,132139504,132142800
Gm2734,Normal,8,8,5993981,5994723
Cdk18,Normal,1,1,132112237,132139684
Gm11331,Normal,13,13,23266534,23266821
Gm44843,Normal,8,8,6034867,6036262
Vmn1r-ps135,Normal,13,13,23268880,23269474
Gm44842,Normal,8,8,6218668,6222039
Gm11333,Normal,13,13,23298049,23298196
Galk2,Normal,2,2,125859109,125984299
4930557F10Rik,Normal,13,13,23276204,23313400
Gm34144,Normal,5,5,72572174,72572432
4933404K08Rik,Normal,13,13,23278350,23282267
Gm21984,Normal,7,7,126942144,126952873
Lrrc4b,Normal,7,7,44429018,44463351
H2ac21,Normal,3,3,96219865,96220308
Kctd13,Normal,7,7,126928879,126945631
Siglec15,Normal,18,18,78043614,78057395
Gm15444,Normal,3,3,96209627,96220168
Bag4,Normal,8,8,25764538,25785287
1700010G06Rik,Normal,15,15,64314497,64316076
